 APARTAMENTO EN RENTA ZONA 10 - 114mts2 IQ10,Zona 10 ,"$1,350 ","APARTAMENTO EN RENTA IQ1015 avenida 16-37 zona 10Construcción 114mts2 - Nivel 162 Parqueos individualesSala, comedor, cocina con ... "
" ALQUILO BONITO Y ESPACIOSO APARTAMENTO, BIEN UBICADO, BUEN PRECIO.",Zona 4 ,"Q5,500 ",RentoApartamentoZona 4 mixcoVistas de la florestaSala-comedorCocina con estufa eléctrica3 habitaciones2 bañosLavanderiaGarage para 2 ... 
 APARTAMENTO EN RENTA EN ZONA 1 / MUNDO INMOBILIARIO,Zona 1 ,"Q4,600 (Rebajado 8%)","El apartamento cuenta con sala con salida al balcón, comedor, cocina equipada con estufa y extractor de olores, una habitación con balcón y un ... "
 APARTAMENTO EN RENTA ZONA 4 / MUNDO INMOBILIARIO,Zona 4 ,"Q6,000 ","Mundo inmobiliario te ofrece apartamento en renta en el corazón de 4 grados norte. Cerca de centro financieros, centros comerciales, paradas de ... "
,,,
 APARTAMENTO EN RENTA EN ZONA 16 / MUNDO INMOBILIARIO,Zona 16 ,"Q7,500 ","Mundo Inmobiliario promueve renta de apartamento en Boulevard Kanajuyu, zona 16.El apartamento cuenta con sala, comedor, cocina con top de granito, ... Ver más"
,,,
 RENTO APARTAMENTOAMUEBLADO Y EQUIPADO EN SANTORINI EUROPLAZA ZONA 14,Zona 14 ,$900.00 ,"2 Dormitorios2 BañosHabitación de servicio con bañoSala, comedor y cocina con línea blancaLavandería equipada2 ParqueosPrecio de renta ... Ver más"
 RENTO APARTAMENTO EN ZONA 14 EDIFICIO ALMEIRA,Zona 14 ,"$1,350 ","170 mts de aptoSalaComedorCocina con gabinetes2 Dormitorios, 2 baños completos, baño de visitas, amplio balcón, bodega2 ParqueosGymÁrea ... Ver más"
 ALQUILER DE APARTAMENTO EN VISTA HERMOSA 2 ZONA 15,Zona 15 ,$550.00 ,"- Ubicado en Condominio Super Centro Vista Hermosa- El edificio cuenta con salón social y sala de visitas , Área de juegos para niños , parqueo ... "
 SE RENTA APARTAMENTO EN EDIFICIO IQ10 EN ZONA 10,Zona 10 ,"$1,400 ",114mts2. De ConstrucciónNivel 163 Habitaciones2 Baños completos2 ParqueosSalaComedorCocina con gabinetesBaño de visitasBalcón ... 
 Alquilo Apartamento zona 15 Semi-Amueblado en LIV,Zona 15 ,"Q9,500 ","Apartamento semi amueblado y equipado!Cuenta con 109 mts2 de construcción, sala-comedor, cocina, desayunador, 2 dormitorios; el principal con ... "
,,,
 Apartamento en renta Acantos de Cayala zona 16,Zona 16 ,"$3,000 (Rebajado 9%)","Renta de apartamento Acantos de Cayalá de 3 habitaciones, Zona 16.Condominio con amplios espacios verdes para disfrutar en familia y cercano a ... "
" Apartamento en renta IQ10 para estrenar, con jardín.",Zona 10 ,"$1,500 ","La ubicación ideal entre el Blvd Los Próceres y la Diagonal 6, en zona 10, con entrada doble y salida directa a las vías principales de acceso en ... "
" Apartamento en renta zona 10, haz tu cita.",Zona 10 ,"$1,200 ","Apartamento de 164 mts en renta zona 10, cercano a 20 calle, el complejo cuenta con área verde , juego de niños, un completo gimnasio, recepción, ... "
 RENTO APARTAMENTO AMUEBLADO Y EQUIPADO EN MARISCAL UNO UNO ZONA 11,Zona 11 ,"Q6,000 ","3 Dormitorios2 BañosSala, comedor para 4 personasCocina con gabinetesEstufa, refrigerador,Microondas,Lavadora y secadora2 ParqueosPrecio de ... "
 apartamento en renta de 2 dormitorios en zona 14,Zona 14 ,"$1,850 ","Cuenta con:125Mts2, 2 dormitorios, 2 baños, closets, 2 Parqueos,1 Bodega, apartamento cómodo con iluminación natural y acabados de elegantes, ... "
 Apartamento en renta en zona 5,Zona 5 ,"Q5,500 ","cuenta con 65.68 Mts2, con 3 dormitorios y 2 plazas parqueo tanden en torre norte.Precio de renta Q5,500EB-MK1958 "
" Apartamento en renta Zona 14 Noguchi de 3 habitaciones, Edificio Noguchi",Zona 14 ,"$3,000 ","Renta de apartamento Edificio Noguchi de 3 habitaciones, Zona 14.Edificio exclusivo y moderno cercano a las Américas.Sala, comedor con salida a ... "
" RENTO APARTAMENTO EN PARQUE SAN MATEO ZONA 7 ACCESO POR ROOSEVELT, SAN JUAN Y MATEO FLORES",Zona 7 ,"Q5,200 ",72 m²Sala/comedor con balcónCocinaÁrea de lavandería3 Habitaciones la principal con baño2 Habitaciones comparten bañoCuenta con ... 
 RENTO APARTAMENTO AMUEBLADO EN ZONA 12 EDIFICIO AUREA,Zona 12 ,"Q7,000 ",88 m²Nivel alto con balcón3 Habitaciones la principal con baño y walking closetAmueblado de sala y comedorCortinas y calentador general para ... 
,,,
" SE RENTA APARTAMENTO EN EDIFICIO PARQUE 10 ZONA 10, NUEVO PARA ESTRENAR",Zona 10 ,$750.00 ,39 m² de construcción1 Habitación1 Baño1 ParqueoSalaComedorCocina con gabinetes y línea blancaÁrea de lavandería equipadaPrecio de ... 
,,,
 RENTO APARTAMENTO EN ZONA 13 EDIFICIO TRES15,Zona 13 ,"$1,250 ",90 m² con balcónNivel alto2 Habitaciones una de ellas con walking closet2 Baños completosAmueblado de salaComedor para 6 personas ... 
 ALQUILER DE APARTAMENTO EN ZONA 10 REMODELADO - RP4330,Zona 10 ,"$1,300 ","Alquiler de apartamento remodelado en zona 10, cercano a Blvd Los Próceres.Cuenta con 200 m2 de construcción,- sala-comedor- cocina- 3 ... "
" Townhouse en renta, excelente ubicación en Zona 15 Ref-2691",Guatemala City ,"$1,200 ","Townhouse en renta, excelente ubicación en Zona 15 Ref-2691Primer nivel:SalaComedorPequeño jardínCocinaPatioCuarto de servicio con ... "
" APARTAMENTO EN RENTO EN EDIFICIO SANTA MARÍA, ZONA 10",Zona 10 ,$950.00 ,Apartamento en renta Santa MaríaSalaComedorCocina1 habitación con bañoCon línea blancaValor renta $950 incluye mantenimiento 
 Rento Apartamento zona 10 a media cuadra de La Estación,Zona 10 ,"$1,350 ","Rento Apartamentozona 10 a media cuadra de La EstaciónRenta $1,350.003 habitaciones2.5 baños y medioBalcónCocina Equipada ... "
,,,
"  Apartamento en renta con balcón, en Oakland zona 10 Ref-2685",Guatemala City ,"$2,100 ","Apartamento en renta con balcon, en Oakland zona 10 Ref-2685Medidas168mt²Descripción-3 Habitaciones-Habitación Principal con walk in closet ... Ver más"
 RENTO APARTAMENTO EN MIRAFIORI ZONA 10,Zona 10 ,"$1,425 ",175 m² + 2 parqueos + 1 bodega3 Habitaciones2.5 BañosSala familiarSala y comedorCocina y lavandería equipadaHabitación de servicio ... 
 RENTO APARTAMENTO EN COLONIA EL MAESTRO ZONA 15 EDIFICIO TRIVIA,Zona 15 ,"$1,000.00 ","102 m²- 2 Dormitorios- 2 Baños- Sala, comedor y cocina equipada- 2 Parqueos uno tras otro- BodegaParqueo de visitas, pet friendly, sky ... "
 Apartamento en renta zona 10,Zona 10 ,"$1,000.00 ",Sala comedorCocinaBalcónLavanderíaDormitorio principal con baño y w /closet2 dormitorios secundarios con closet comparten baño86mts2 ... 
" Rento apartamento  Zona 14, Segheira Nivel alto, hermosa vista Para estrenar!!!",Zona 14 ,"$1,200 ","Rento apartamento  Zona 14, Segheira Nivel alto, hermosa vista Para estrenar!!! Tamaño 136 mts2 Renta $1,200.00 mantenimiento incluido  3 amplias ... "
 Apartamento en Alquiler Zona 10 Edificio Tiffany II,Zona 10 ,"$3,000 ",Apartamento de 362mt2 de construcción• Sala-comedor• Cocina con gabinetes• Desayunador• Sala familiar• Estudio• 3 dormitorios• ... 
" Apartamento Renta, adentro de garita de Oakland, seguridad 24 horas, Zona 10",Zona 10 ,"$1,100 ",Apartamento de un dormitorio con estudio que puede ser un segundo dormitorio.Dos baños completos.seguridad 24 horas.Edificio adentro de la garita ... Ver más
 Apartamento Amueblado en Venta y renta zona 10,Zona 10 ,"$1,650 ",Sala comedorCocinaBalcónBaño de visitasLavanderíaDormitorio de servicioSala familiarDormitorio principal con baño y w /closet2 dormitorios ... 
 RENTO APARTAMENTO EN DIFIORI ZONA 7,Zona 7 ,"Q6,000 ","Sala, comedor con balcónCocina con línea blanca3 Habitaciones la principal con baño y balcón2 Habitaciones secundarias1 Baño compartido ... "
,,,
" Apartamento en renta para estrenar, en zona 7 Ref-2681",Guatemala City ,"Q4,500 (Rebajado 13%)","Apartamento en renta para estrenar, en zona 7 Ref-2681Excelente ubicación en la Mateo Flores facil acceso para laRoosvelt y San JuanPara ... "
,,,
" Apartamento en renta con balcón para estrenar, en Z.10 Ref-2683",Guatemala City ,$795.00 ,"Apartamento en renta con balcón para estrenar, en Z.10 Ref-268358 m2 + 1 parqueo2 Habitaciones2 baños completoSalaComedorCocina con ... "
" Apartamento en renta Altos de Santa Clara, zona 10.",Zona 10 ,"$1,350 ","Lindo apartamento en renta zona 10, por la EstacionDescripción:3 dormitorios2.5 bañosSala familiarComedorCocina2 parqueosPrecio USD$1,350 ... "
" Alquiler Apartamento z. 16 Cayala, Edificio Zen",Zona 16 ,"$3,000 ","Edificio ZenÁrea 316 mts2Dos niveles:Primer nivel (sala, comedor, baño de visitas, cocina, alacena y lavandería, cuarto de ... "
 LINDO APARTAMENTO EN RENTA EN PARQUE 10,Zona 10 ,$795.00 ,58 m² + un parqueo2 Habitaciones2 Baños completosSalaComedorCocina con desayunadorLavandería con pilaBalcónBodeguita en el balcón ... 
 Alquilo Zona 15 Vista Hermosa 1 2 dormitorios y Cuarto de Servicio,Zona 15 ,"$1,300 ","Alquilo Zona 15 Vista Hermosa 12 dormitorios y Cuarto de ServicioDescripción:Ingreso con vestíbulo, baño de visitas, cuenta con un espacio ... "
,,,
 RENTO LINDO APARTAMENTO AMUEBLADO Y EQUIPADO EN ATTICA 2 ZONA 14,Zona 14 ,"$1,100 ","102 m²2 Dormitorios, el principal con walk in closet y bañoSala, comedor, cocinaBalcónLavanderíaLínea blanca1 BañoDespensa2 Parqueos ... "
 LINDO APARTAMENTO EN RENTA EN ZONA 10,Zona 10 ,$950.00 ,SalaComedorCocina3 Habitaciones la principal con walking closet y baño completo.1 Habitación secundaria con dos camas imperiales.1 Habitación ... Ver más
" Apartamento en renta, en Boulevard principal Kanajuyu zona 16 Ref-2661",Guatemala City ,$850.00 ,"Apartamento en renta, en Boulevard principal Kanajuyu zona 16 Ref-2661DESCRIPCION:-A 5 minutos de Cayala-2 Habitaciones-Habitacion principal con ... Ver más"
 Apartamento en renta edificio Maderos,Carretera a El Salvador ,$750.00 ,Ubicación: km 8 carretera el SalvadorDescripción:2 habitaciones2 bañossala comedorcocina equipadalavadorasecadoragarage 2 carrosÁrea ... 
" Zona 10, Apartamento nuevo y para estrenar",Zona 10 ,"$1,200 (Rebajado 8%)",Se alquila apartamento amplio de 3 dormitorios muy cerca de Oakland mallTodo esta nuevo y para estrenarEl apartamento cuenta con las siguientes ... 
 RENTO APARTAMENTO EN ZONA 1O EDIFICIO FERRARA 10,Zona 10 ,"$1,000.00 ","- 107 m²- 2 Dormitorios el principal con walking closet, y baño completo.- Dormitorio secundario con baño propio- Baño de visitas.- 2 ... "
 RENTO APARTAMENTO AMUEBLADO EN TORRE DEL VALLE ZONA 10,Zona 10 ,"$1,000.00 ","SalaComedorCocina con gabinetes1 Dormitorio1 BañoLavandería2 ParqueosGimnasio, salón social, parqueo de visitasPrecio de renta $1,000 ... "
 RENTO APARTAMENTO AMUEBLADO EN ZONA 10 EDIFICIO SALVATORRE,Zona 10 ,"$1,250 (Rebajado 4%)",A una cuadra de Fontabella y Oakland Mall78 m² + balcón2 Parqueos + bodega2 Habitaciones2.5 BañosCalentadorBalcón2 Parqueos1 Bodega ... 
 Apartamento amueblado o sin muebles en renta en zona 10,Zona 10 ,$750.00 ,"Cuenta con 1 dormitorio ,sala ,comedor, cocina ,un baño, un parqueo y balcónPrecio de renta $750.00 precio negociable "
,,,
 RENTO APARTAMENTO EN AUREA ZONA 12,Zona 12 ,"Q5,500 ",88 mtsNivel alto con balcón3 Habitaciones la principal con baño y walking closetSala y comedorCocina con gabinetesCortinas y calentador ... 
,,,
 APARTAMENTO EN RENTA EN SANTA MARIA LAS CHARCAS ZONA 11,Zona 11 ,"Q5,500 ",98 m²SalaComedorCocina con gabinetes3 Habitaciones2 Baños2 ParqueosCuenta con línea blancaCalentadorAmenidades del edificio ... 
 Apartamento completamente amoblado y equipado en renta en zona 14,Zona 14 ,$900.00 ,"Cuenta con:1 habitación, sala-comedor-cocina en un ambiente abierto con mucha luz, baños de visita y principal, Walk in closet, lavandería ... "
 RENTO APARTAMENTO EN BALCONES DE LAS CHARCAS ZONA 11,Zona 11 ,"Q5,000 ",90 m²Sala - comedorCocina con gabinetes y línea blancaÁrea de lavanderíaBalcón2 Dormitorios con closet1 Baño1 Parqueo bajo ... 
 Apartamento en renta tipo Loft zona 14,Zona 14 ,$800.00 ,Sala comedorCocinaLavanderíaBaño de visitasPequeño jardín1 dormitorio con baño y closet100 mts1 parqueoRenta $. 800.00Mantenimiento ... 
 RENTO APARTAMENTO EN ARALIA ZONA 11,Zona 11 ,"Q6,000 ",90m2 de construcción3 Habitaciones2 Baños completos2 ParqueosSalaComedorCocina con gabinetes y línea blancaBalcónÁrea de ... 
,,,
 Apartamento en renta zona 10,Zona 10 ,"$1,350 ",Sala comedorCocinaLavanderíaBalconDormitorio de servicioSala familiarDormitorio principal con baño y w/closet2 dormitorios secundarios con ... 
 ALQUILER DE APARTAMENTO EN ZONA 15 ITACA PRIMER NIVEL JARDIN- SG7538,Zona 15 ,"$2,050 (Rebajado 23%)","Alquilo amplio apartamento de primer nivel con amplio jardín en zona 15, Vista Hermosa I.Ubicado en privilegiado edificio frente a parque ... "
" Lindo apartamento a estrenar en IQ10, zona 10, 3 dormitorios.",Zona 10 ,"$1,000.00 (Rebajado 9%)","Apartamento a estrenar, edificio IQ10.Descripción:3 dormitoriosDormitorio master cuenta con walk in closet y baños completo2 dormitorios ... "
 RENTO APARTAMENTO EN ZONA 4 EDIFICIO GRANAT,Zona 4 ,$850.00 ,88.24 m²Apartamento de dos plantas2 Habitaciones2 Parqueos en sótano tipo tándemPlanta bajaSala FamiliarCuarto secundario con ... 
 RENTO APARTAMENTO AMUEBLADO EN VERONA ZONA 10,Zona 10 ,"$1,200 ","92 m² de apartamento más 2 parqueos en paralelo.2 Habitaciones, 2 baños, sala con balcón, comedor, cocina integrada al área social, cuenta con ... Ver más"
 ALQUILO APARTAMENTO PARQUE 15,Zona 15 ,"$1,100 ","ALQUILO APARTAMENTO, PARQUE 15 SEPTIMO NIVEL, CON BONITAS VISTAS,124 m2 de vivienda., 3 Habitaciones. + Hab. de Servicio., 3.5 baños. Balcón. 2 ... "
 !! OFERTA !! Apartamento para estrenar con linea blanca completa,Zona 10 ,"$1,000.00 (Rebajado 9%)","Se Alquila apartamento nuevo y para estrenarExcelente opción debido a su ubicación con fácil acceso a zona 9, 14,15 o Cayalá.El apartamento se ... "
 RENTO APARTAMENTO EN PARQUE 7,Zona 7 ,"Q5,000 ","SalaComedorCocina con gabinetes y linea blanca3 Habitaciones2 BañosLavandería2 ParqueosPrecio de renta Q5,0000301/VTInfoTe146460011 "
" Apartamento en renta, con hab. de servicio en zona 10 Ref-2651",Guatemala City ,"$2,200 ","Apartamento en renta, con hab. de servicio en zona 10 Ref-2651DESCRIPCION-Habitacion master con walk in closet, baño y jetina-2 habitaciones ... "
,,,
 RENTO APARTAMENTO EN ZONA 10 EDIFICIO VERONA,Zona 10 ,$850.00 (Rebajado 6%),"- Edificio moderno a cuadras de Diagonal 6.- Gym , salón Social, juegos para niños, parqueo de visita, lobby, seguridad.- 101 m² de ... "
,,,
 RENTO APARTAMENTO AMUEBLADO EN EDIFICIO AVIA ZONA 10,Zona 10 ,"$1,500 ","Edificio con GYM , Piscina , Salon Social , Parqueo de visitas , Pet Friendly, Plaza Comercial, Business Center y Churrasquera-82 mts2 de ... "
" Apartamento en renta con linea blanca, en zona 10 Ref-2644",Guatemala City ,"$1,100 ",Apartamento en renta con linea blanca en zona 10 Ref-2644DESCRIPCION3 Habitaciones2.5 bañosSalaComedorCocinaÁrea de lavandería ... 
" Apartamento en renta con linea blanca, en Las Charcas Zona 11 Ref-2645",Guatemala City ,"Q5,800 ","Apartamento en renta con linea blanca, en Las Charcas Zona 11 Ref-2645- 3 Habitaciones- 2 Baños- Sala-Comedor- Cocina-2 ... "
 Apartamento en renta en Zona 10 Ref-2646,Guatemala City ,"$1,000.00 ",Apartamento en renta en Zona 10 Ref-2646Área de apartamento: 100 mts²Área de parqueos: 25 mts²Ambientes:2 Habitaciones2 ... 
 RENTO APARTAMENTO AMUEBLADO EN REAL DE LA VILLA ZONA 10,Zona 10 ,"$1,000.00 ","96 m²Piso de madera2 Habitaciones2 Baños completos2 ParqueosSala, comedor, cocina y lavanderíaAmenidades del edificio; parqueo de ... "
,,,
 RENTO APARTAMENTO AMUEBLADO Y EQUIPADO EN ZONA 10 CERCA A DIAGONAL 6,Zona 10 ,"$1,000.00 ","3 Dormitorios, sala, comedor, cocina, área de lavandería,2 baños,2 balcones, 2 parqueosPrecio de renta $1,000 mantenimiento ... "
 RENTO APARTAMENTO EN EDIFICIO AMI EN ZONA 10 DE MIXCO POR SAN JACINTO,Zona 10 ,"Q3,600 ",-52 m² de construcción-2 Habitaciones-1 Baño completo-1 Parqueo para vehículo-1 Parqueo para moto-Sala-Comedor-Cocina con gabinetes ... 
 RENTO APARTAMENTO EN EDIFICIO PARQUE 10 ZONA 10,Zona 10 ,"Q8,800 ",93 m² de construcción3 Habitaciones la principal con walking closet y baño privado2 Dormitorios secundarios con closetSala de ... 
" Alquilo Apartamento en La Montaña, zona 16 | ACODI",Guatemala City  ,$700.00 ,Salón / comedorCocina (refrigeradora y estufa eléctrica)2 dormitorios con clóset1 baño completo1 parqueoPrecio de renta: $700 (Incluye ... 
" ALQUILO APARTAMENTO EN LA MONTAÑA, ZONA 16 / ACODI",Zona 16 ,$700.00 ,– Salón / comedor– Cocina (refrigeradora y estufa eléctrica)– 2 dormitorios con clóset– 1 baño completo– 1 parqueoPrecio de renta: ... 
 Alquilo Apartamento Equipado a 7.5 kms. Cayala,Zona 18 ,"Q2,500 ","Alquilo bonito apartamento incluye: 1 recamara grande con cama King y TV, closets, 2.5 baños. COCINA, area para comedor y salita o bien otro ... "
 Apartamento en Garces de La Villa zona 14,Zona 14 ,"$165,000 ",Alquiler/ VentaAptoGarcés de la Villa zona 14Descripcion :83m2 + 2 parqueos (s1)SalaComedorCocina (con estufa)Lavadora y secadora3 ... Ver más
 RENTO LINDO APARTAMENTO EN EPIC ZONA 15,Zona 15 ,"Q7,500 ","Edificio nuevo y moderno : Gym , lobby, salón social, Juegos para niños, jardín, parqueo de visitas, seguridad.- Apartamento para estrenar!- ... "
 Alquilo Apartamento en Zona 10,Zona 10 ,"$2,200 ","APARTAMENTO DE 285 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 10* 285 m2 de construcción* 3 Habitaciones* 3.5 Baños* 2 ParqueosHabitación 1: ... "
,,,
 APARTAMENTO EN RENTA O VENTA EN FONTAINEBLEAU ZONA 15 VH,Zona 15 ,$650.00 ,"1 ParqueoSala, comedor, cocina1 Habitación1 BañoSalón social, gym, terraza socialRENTA $650.00 con mantenimientoVENTA ... "
,,,
 Apartamentos para alquilar,Chiquimula ,"Q1,600 ","Se alquilan 2 apartamentos en Villas de Manolo frente al Mall Pradera, constan de 2 cuartos 1 baño cada uno, incluye agua y pago de seguridad, Q1600 ... Ver más"
 Apartamento nuevo en alquiler zona 10 edificio Parque 10,Zona 10 ,"$1,300 (Rebajado 13%)",Apartamento nuevo en alquiler en Parque 10 zona 1084.62 Metros23 habitaciones con closetHabitación principal con walk in closet y bañoSala ... 
 Alquilo Apartamento en Zona 13,Zona 13 ,$770.00 ,"APARTAMENTO DE 70 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 13* 70 m2 de construcción* 1 Habitación* 2 Baños* 1 ParqueoHabitación 1: Baño, ... "
 Apartamento en renta en zona 10,Zona 10 ,"$1,200 ","Cuenta con cocina, sala, comedor, 2 dormitorios, baño principal, baño de visitas, balcon y 2 parqueos.Precio renta $1,200.00 "
 Precioso apartamento en renta en zona 14,Zona 14 ,"$1,200 ","Cuenta con:100MTS2Dormitorios 2Baños 2.5Sala-comedorCocina equipadaBaño de visitasDormitorio principal con walk in closet, baño con tina y ... "
,,,
" Apartamento en renta Zona 15 de 3 habitaciones, Botticelli",Zona 15 ,"$2,040 ","Renta de apartamento Edificio Botticelli de 3 habitaciones, Zona 15.El edificio se encuentra a pocas cuadras del Boulevard Principal de zona 15 de ... "
" Apartamento en renta, de 3 Habitaciones en zona 10 Ref-2409",Zona 10 ,"$2,200 ","Apartamento en renta, de 3 Habitaciones en zona 10 Ref-2409DESCRIPCION-Habitación master con walk in closet, baño y jetina-2 habitaciones ... "
" Rento Apartamento recien remodelado, en zona 13 Ref-2640",Guatemala City ,$750.00 ,"Rento Apartamento recien remodelado, en zona 13 Ref-2640DESCRIPCIONRecién remodeladoTercer nivel2 Habitaciones comparten bañoCuarto de ... "
" Apartamento en alquiler de 3 habitaciones Bosco 23, Zona 15",Zona 15 ,"$3,000 ","Alquiler de apartamento Zona 15 de 3 habitaciones, Bosco 23.Edificio elegante, modernos y amplios con una ubicación privilegiadaApartamento por ... "
 Alquilo Apartamento en Zona 16,Zona 16 ,$800.00 ,"APARTAMENTO DE 73 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 16* 73 m2 de construcción* 1 Habitación* 1 Baño* 2 ParqueosOtros: Cocina-Comedor, ... Ver más"
 APARTAMENTO DE 2 HABITACIONES EN RENTA KM 14.5 CAES,Santa Catarina Pinula ,"Q4,900 ",APARTAMENTO DE 2 HABITACIONES EN RENTA KM 14.5 CAES- Ubicado en el corazón de Carretera a El Salvador- Pet Friedly- Cercano a todo tipo de ... 
 APARTAMENTO DE TRES HABITACIONES EN RENTA ZONA 14,Zona 14 ,$900.00 ,"APARTAMENTO EN RENTA EDIFICIO ZONA 14Apartamento amplio e iluminado, cuenta con variedad de amenidades, áreas sociales, super mercados, gimnasio, ... "
 Apartamento en renta zona 10 amoblado con muebles,Zona 10 ,"$1,450 ","Apartamento en renta zona 10 amuebladoEdificio moderno y seguroPara estrenarAccesible a Diagonal 6Sala. Comedor, cocina y balcón ... "
 Apartamento en renta zona 10 remodelado de 3 habitaciones,Zona 10 ,"$2,500 ","Alquiler de apartamento en zona 10 de 3 habitaciones remodelado edificio MileniaDentro de colonia Oakland, con doble seguridad y hermosas ... "
,,,
 Penthouse en VH1 zona 15 en venta y renta,Zona 15 ,"$2,800 ","Cuenta con 304.71 m2 distribuidos en 2 niveles,3 habitaciones con balcón privado,terrazas con vista espectacular,sala principal con chimenea,sala ... "
,,,
 Apartamento en renta zona 10,Zona 10 ,"$1,150 ","Cuenta con 115 mts totales,3 dormitorios,Principal con baño completo y walking-closetSecundarios con closet c/u y comparten baño,Sala – ... "
 Apartamento en renta zona 10,Zona 10 ,$900.00 ,"Cuenta con 108 mts totales,2 dormitorios,Principal con baño y walking-closet,El secundario con closetBaño completo (compartido para dormitorio y ... "
 Apartamento en renta en Mariscal Zona 11 Ref-2628,Guatemala City ,"Q5,500 ","Apartamento en renta en Mariscal Zona 11 Ref-2628DESCRIPCION2 habitaciones1.5 BañosBalcón2 parqueos tándemPRECIO DE RENTA Q. 5,500.00 ... "
 Apartamento en alquiler zona 14 de 3 habitaciones Tiffany cañada,Zona 9 ,"$2,000 ",Apartamento en alquiler zona 14 de 3 habitaciones Tiffany cañadaEdificio seguro y exclusivo de la zonaSala y comedor con salida al balcón ... 
" Apartamento en renta, en Parque Mateo zona 7 Ref-2626",Guatemala City ,"Q4,700 ","Apartamento en renta, en Parque Mateo zona 7 Ref-2626DESCRIPCION(APARTIR DEL 15 DE ENERO)2 HabitacionesSala comedor cocinaÁrea de ... "
,,,
 RENTO O VENDO APARTAMENTO EN QUINTA BELLA ZONA 14,Zona 14 ,"$2,000 ","200 m²2 HabitacionesTerraza en habitación principal2.5 Baños2 ParqueosCuarto de servicio y bañoPiso de maderaRenta amueblado $2,000 ... "
 RENTO O VENDO APARTAMENTO EN DALI ZONA 14,Zona 14 ,"$2,000 ",200 m²3 Parqueos + bodega3 Habitaciones2 Baños y medioCocina equipadaBalcónSalaComedorÁrea de servicio y bañoPrecio de renta ... 
 Alquilo Apartamento 2 dormitorios zona 15 Excelente Ubicación,Zona 15 ,"Q4,800 (Rebajado 8%)","Alquilo Apartamento 2 dormitorios zona 15 Excelente UbicaciónEn Renta lindo y práctico Apartamento de 2 habitaciones, muy bien ubicado en Edificio ... "
 Apartamento en Renta Zona 15 Colonia Tecun Human,Zona 15 ,$700.00 ,Código: 2335•	Nivel: 2•	Apartamento de: 84 metros²•	Sala-comedor•	Desayunador•	Cocina con gabinetes aéreos y bases•	Área de ... 
 Se alquila apartamento en zona 10,San José Pinula ,"$1,000.00 ","Estas en búsqueda de alquilar un apartamento completamente amueblado, cómodo y en un sector céntrico de la ciudad?Este apartamento es lo que ... "
 Apartamento en Renta - Zona 16 codigo.AAP3083,Zona 16 ,$575.00 ,"Amplio apartamento que cuenta con sala, comedor, cocina, lavandería, 1 dormitorio con w.closet y baño, 1 parqueo. El edificio cuenta con ... "
 Apartamento sin muebles en renta en zona 13,Zona 13 ,$850.00 ,Cuenta con 121.59 mt2 + 2 parqueos (uno detras de otro). Apartamento con 2 habitaciones y 1 baño.Precio de Renta: USD 850 + IVAPPA-9218 
 Apartamento en alquiler zona 14 de 3 dormitorios,Zona 14 ,"$1,300 ",Apartamento en alquiler zona 14 de 3 dormitoriosSala con salida hacia el balcónCocinaComedorBaño de visitas3 DormitoriosDormitorio ... 
 APARTAMENTOS EN RENTA COLONIA SANTA ELENA 2 ZONA 18 CON GARITA DE SEGURIDAD,Zona 18 ,Q800 ,"Se Alquila Apartamento pequeño en Colonia Sta Elena 2, zona 18, colonia privada, cuenta con seguridad, apartamento individuales, acceso rápido de ... "
,,,
 Apartamento en renta en zona 5,Zona 5 ,"Q5,500 ","3 dormitoriosSalaComedorCocinaÁrea de lavandería1 baño1 parqueoPrecio de renta Q5,500PPA-9234 "
,,,
 RENTO CASA EN RESIDENCIAL SAN ANTONIO RUTA A EL SALVADOR,San José Pinula ,$750.00 ,La casa cuenta con:AntesalaSalaComedorCocina amplia con gabinetes de caoba.Área de pantryPérgola con churrasquera y amplia área ... 
" Apartamento en renta Villa Real de 2 habitaciones, Zona 10",Zona 10 ,"$1,100 ","Alquiler de apartamento Zona 10 de 2 habitaciones, Villa Real.Apartamento recién remodelado con finos acabados cercano a CC La Estaciónsala, ... "
 Apartamento en renta Zona 14 de 2 habitaciones Tiffany Cañada,Zona 14 ,"$1,450 (Rebajado 22%)","Apartamento en renta Zona 14 de 2 habitaciones Tiffany CañadaUbicación sobre la 10ma. avenida, cercano a los mejores centro comercialesSala, ... "
 Apartamento en renta zona 10 amueblado de 1 habitación,Zona 10 ,"$1,000.00 ","Apartamento en renta zona 10 amueblado de 1 habitaciónUbicado a pocos metros de Fontabellasala, comedor con cocina integrada y línea blanca con ... Ver más"
" Apartamento en alquiler Edificio Atrium de 3 habitaciones, Zona 10",Zona 10 ,"$2,500 ","Apartamento en renta Zona 10 de 3 habitaciones, Edificio Atrium.El edificio está ubicado en una zona céntrica y accesible.Tipo loftsala, ... "
,,,
 Apartamento en renta Azure Katorce de 2 habitaciones Zona 14,Zona 14 ,"$1,800 ","Alquiler de apartamento de 2 habitaciones zona 14, en Azure Katorce.El edifico se encuentra ubicado en un sector exclusivo y excelente ... "
